timestamp temperature humidity pressure pm10_standard pm25_standard pm100_standard pm10_env pm25_env pm100_env particles_03um particles_05um particles_10um particles_25um particles_50um particles_100um
1653135037.941295 20.81875 27.624084583035078 981.2354319471107 1 2 2 1 2 2 309 90 12 0 0 0 
1653135043.0749977 20.813671875 27.52274011255928 981.2603222535507 1 2 2 1 2 2 309 90 12 0 0 0 
1653135048.2077208 20.81875 27.4035326206305 981.2565900193757 1 2 2 1 2 2 309 90 12 0 0 0 
1653135053.3418472 20.823828125 27.60591450333765 981.2662720506268 1 2 2 1 2 2 297 90 14 0 0 0 
1653135058.473003 20.833984375 27.468693381097978 981.2322321818032 0 1 1 0 1 1 297 90 14 0 0 0 
1653135063.608463 20.82890625 27.46289935962787 981.2128139300152 0 1 1 0 1 1 297 90 14 0 0 0 
1653135068.7402618 20.84921875 27.438612453740436 981.2386016858484 0 1 1 0 1 1 339 106 18 0 0 0 
1653135073.8697336 20.84921875 27.50345994478107 981.2526588204323 1 2 2 1 2 2 339 106 18 0 0 0 
1653135079.003603 20.8390625 27.528061090340223 981.2335504340438 1 2 2 1 2 2 339 106 18 0 0 0 
1653135084.135719 20.823828125 27.397420698050027 981.2296508818608 1 2 2 1 2 2 324 106 18 0 0 0 
1653135089.2670217 20.81875 27.534802445557542 981.240118059705 0 1 1 0 1 1 324 106 18 0 0 0 
1653135094.3967388 20.80859375 27.52321369881422 981.2344778449711 0 1 1 0 1 1 324 106 18 0 0 0 
1653135099.5271797 20.803515625 27.51694574000106 981.2146389337862 0 1 1 0 1 1 351 113 16 0 0 0 
1653135104.6610212 20.80859375 27.70177216223147 981.254906322756 0 1 1 0 1 1 351 113 16 0 0 0 
1653135109.7924988 20.823828125 27.552186435241314 981.2615859250741 1 2 2 1 2 2 351 113 16 0 0 0 
1653135114.9262059 20.81875 27.475121311987653 981.2455339601881 1 2 2 1 2 2 294 92 14 0 0 0 
1653135120.0593364 20.813671875 27.576467731406584 981.2657379939037 1 2 2 1 2 2 294 92 14 0 0 0 
1653135125.188878 20.833984375 27.659327867096255 981.2582185033065 1 2 2 1 2 2 294 92 14 0 0 0 
1653135130.3222535 20.823828125 27.415596884381944 981.2114954690134 1 3 3 1 3 3 381 118 23 2 0 0 
1653135135.4536366 20.81875 27.49877263672905 981.254906322756 2 4 4 2 4 4 417 130 23 2 0 0 
1653135140.5858197 20.81875 27.576153208442527 981.2451691072215 2 4 4 2 4 4 453 142 28 2 0 0 
1653135145.7178338 20.813671875 27.523055847570085 981.2398933476184 1 3 3 1 3 3 426 133 30 4 0 0 
1653135150.8498108 20.803515625 27.416233246179967 981.2570939649372 1 5 5 1 5 5 531 168 48 4 0 0 
1653135155.982416 20.803515625 27.678120961015015 981.2621448110315 1 5 5 1 5 5 543 172 48 4 0 0 
1653135161.112842 20.793359375 27.595109217621243 981.2510879490526 2 6 6 2 6 6 543 172 51 4 0 0 
1653135166.2432358 20.783203125 27.64287951767844 981.2346162670791 2 7 7 2 7 7 579 182 58 4 0 0 
1653135171.3737152 20.778125 27.470753325814268 981.2373917214478 2 7 7 2 7 7 594 184 62 4 0 0 
1653135176.5042078 20.762890625 27.375365060825764 981.264691782752 1 6 6 1 6 6 609 191 64 4 0 0 
1653135181.6375875 20.752734375 27.488924768568168 981.2452165847076 1 5 5 1 5 5 543 172 62 2 0 0 
1653135186.77121 20.742578125 27.59620788777935 981.293443010846 1 5 5 1 5 5 537 170 62 2 0 0 
1653135191.9030604 20.732421875 27.584933399943925 981.2715581155124 1 5 5 1 5 5 531 165 59 2 0 0 
1653135197.0321205 20.72734375 27.709436228240367 981.2924847719739 2 6 6 2 6 6 531 165 59 2 0 0 
1653135202.1593032 20.7169921875 27.799473256212085 981.2831091515342 2 6 6 2 6 6 531 165 59 2 0 0 
1653135207.2864525 20.732421875 27.727755412475215 981.2427075899981 2 5 5 2 5 5 531 165 57 0 0 0 
1653135212.4136124 20.7119140625 27.656657498162513 981.3049933475301 1 4 4 1 4 4 531 165 57 0 0 0 
1653135217.5407817 20.7068359375 27.77598060767168 981.2939338856867 1 4 4 1 4 4 531 165 57 0 0 0 
1653135222.672646 20.7068359375 27.85943952658181 981.272050048455 0 3 3 0 3 3 426 130 41 0 0 0 
1653135227.806049 20.7119140625 27.722737012501035 981.2568997065304 1 4 4 1 4 4 426 130 41 0 0 0 
1653135232.9379504 20.7220703125 27.698468386130322 981.261224967365 1 4 4 1 4 4 426 130 41 0 0 0 
1653135238.0718942 20.72734375 27.73965697918867 981.3211030370834 1 4 4 1 4 4 414 126 37 0 0 0 
1653135243.2061584 20.7169921875 27.656657498162513 981.2868382279435 1 4 4 1 4 4 414 126 37 0 0 0 
1653135248.3398 20.7068359375 27.59135520708263 981.3175011082391 0 3 3 0 3 3 414 126 37 0 0 0 
1653135253.4730268 20.7119140625 27.722270861868658 981.3104056363288 0 2 2 0 2 2 372 110 30 0 0 0 
1653135258.606116 20.7220703125 27.52558016657574 981.2790173600973 0 2 2 0 2 2 372 110 30 0 0 0 
1653135263.7389805 20.7169921875 27.561129154681304 981.3100435482856 0 2 2 0 2 2 372 110 30 0 0 0 
1653135268.8727815 20.732421875 27.728066118377097 981.2746921562233 0 2 2 0 2 2 357 107 27 0 0 0 
