timestamp temperature humidity pressure pm10_standard pm25_standard pm100_standard pm10_env pm25_env pm100_env particles_03um particles_05um particles_10um particles_25um particles_50um particles_100um
1655825401.0301058 20.6052734375 36.26978678366837 983.9821118702262 2 3 3 2 3 3 435 134 25 0 0 0 
1655825406.1629715 20.6154296875 36.20427764205415 983.9908575042632 2 3 3 2 3 3 435 134 25 0 0 0 
1655825411.2922223 20.6255859375 36.180596499292484 984.0107181918881 1 2 2 1 2 2 378 109 16 0 0 0 
1655825416.4248927 20.6255859375 36.20427764205415 983.9864848248071 1 2 2 1 2 2 378 109 16 0 0 0 
1655825421.5550096 20.6255859375 36.328905055020364 983.9844630657274 1 2 2 1 2 2 378 109 16 0 0 0 
1655825426.686855 20.6205078125 36.33483958054257 983.9992738402747 2 2 2 2 2 2 393 114 16 0 0 0 
1655825431.8211439 20.6306640625 36.20427764205415 983.9619030600686 2 2 2 2 2 2 393 114 16 0 0 0 
1655825436.9531941 20.6306640625 36.16849472248503 983.9682972079707 2 2 2 2 2 2 393 114 16 0 0 0 
1655825442.085181 20.6509765625 36.15656643311334 983.9844236533722 2 2 2 2 2 2 378 112 14 0 0 0 
1655825447.214317 20.6509765625 36.11507918789725 983.9746628903318 2 2 2 2 2 2 378 112 14 0 0 0 
1655825452.344386 20.6357421875 36.097273824467806 983.9982576615588 2 2 2 2 2 2 378 112 14 0 0 0 
1655825457.477841 20.6509765625 36.12107292945217 984.0134074367757 1 2 2 1 2 2 351 105 16 0 0 0 
1655825462.6124206 20.6458984375 36.169249119807084 983.9417147930749 1 2 2 1 2 2 351 105 16 0 0 0 
1655825467.7447941 20.6458984375 36.23977141569052 983.9898127835429 1 2 2 1 2 2 351 105 16 0 0 0 
1655825472.8761642 20.6357421875 36.21003956199346 983.9712962481655 1 1 1 1 1 1 318 96 12 0 0 0 
1655825478.00796 20.6560546875 36.12683220071901 983.9948627492059 1 1 1 1 1 1 318 96 12 0 0 0 
1655825483.1389635 20.6560546875 36.2574616778484 983.9723009395445 1 1 1 1 1 1 318 96 12 0 0 0 
1655825488.2678945 20.6662109375 36.0375641423423 983.9911431987078 1 1 1 1 1 1 324 98 12 0 0 0 
1655825493.4015944 20.6662109375 35.92478495926248 983.9961934087856 2 4 4 2 4 4 483 146 21 2 0 0 
1655825498.5324051 20.6966796875 36.19758929497241 983.9948338931088 2 4 4 2 4 4 489 148 21 4 0 0 
1655825503.663379 20.7017578125 36.06100726703954 983.9975204471485 2 4 4 2 4 4 489 148 21 4 0 0 
1655825508.7931902 20.6966796875 36.167794494984356 983.9480375282691 2 4 4 2 4 4 489 148 21 4 0 0 
1655825513.922344 20.6966796875 36.03132738254488 983.976315862799 2 4 4 2 4 4 456 141 21 4 0 0 
1655825519.0495179 20.7068359375 36.1439340472767 984.0069580471146 2 4 4 2 4 4 456 141 21 4 0 0 
1655825524.18215 20.7017578125 36.007523222737454 983.9894433266765 2 4 4 2 4 4 456 141 21 4 0 0 
1655825529.3118212 20.7068359375 36.108435639478046 984.0012276256098 2 4 4 2 4 4 444 136 23 4 0 0 
1655825534.4429183 20.7017578125 36.07281983208174 984.0096449840903 2 4 4 2 4 4 444 136 23 4 0 0 
1655825539.5718682 20.7017578125 36.20340931419562 984.0581259502146 2 4 4 2 4 4 444 136 23 4 0 0 
1655825544.702995 20.6916015625 36.09662278875231 983.9944937400852 1 4 4 1 4 4 387 120 23 4 0 0 
1655825549.836973 20.6916015625 36.1559811681383 984.0264797062993 1 4 4 1 4 4 387 120 23 4 0 0 
1655825554.9700742 20.6966796875 35.96615178714628 983.9924868604245 1 4 4 1 4 4 387 120 23 4 0 0 
1655825560.1002657 20.7017578125 36.090568659194275 983.9965173508294 1 3 3 1 3 3 345 106 25 4 0 0 
1655825565.232079 20.7068359375 36.03126758842751 983.9631885106421 1 3 3 1 3 3 345 106 25 4 0 0 
1655825570.3618927 20.7017578125 36.12024871102162 983.9695820356948 1 3 3 1 3 3 345 106 25 4 0 0 
1655825575.494276 20.6966796875 36.03120778350232 984.0210892431196 1 1 1 1 1 1 342 91 8 0 0 0 
1655825580.6286774 20.7017578125 35.96609126439773 983.9877598556802 1 1 1 1 1 1 342 91 8 0 0 0 
1655825585.7596562 20.6966796875 36.05507131072732 983.974292090229 1 1 1 1 1 1 342 91 8 0 0 0 
1655825590.8919785 20.7119140625 35.90654659390742 983.9860763847538 1 1 1 1 1 1 342 91 8 0 0 0 
1655825596.0230458 20.7068359375 36.10837672117217 983.9907865079617 1 1 1 1 1 1 342 91 8 0 0 0 
1655825601.154996 20.7068359375 36.04313970951098 983.9638507624114 1 2 2 1 2 2 369 103 10 0 0 0 
1655825606.284883 20.6916015625 36.03720365411604 983.9678985790936 1 2 2 1 2 2 369 103 10 0 0 0 
1655825611.414898 20.7068359375 35.960033997264816 983.992810268879 1 2 2 1 2 2 369 103 10 0 0 0 
1655825616.5448854 20.6966796875 35.989835372667514 983.9914669778772 1 2 2 1 2 2 390 110 12 0 0 0 
1655825621.673926 20.6966796875 36.06100726703954 983.9864166055547 1 2 2 1 2 2 390 110 12 0 0 0 
1655825626.8054996 20.7068359375 36.03714391739375 983.9988636004674 1 2 2 1 2 2 390 110 12 0 0 0 
1655825631.9367251 20.7068359375 35.98977511193132 983.982709443111 2 2 2 2 2 2 405 115 12 0 0 0 
1655825637.0707896 20.6966796875 35.84143199403691 983.9662151225624 2 2 2 2 2 2 405 115 12 0 0 0 
1655825642.2046106 20.6966796875 36.11448923913936 984.0261397011835 2 2 2 2 2 2 405 115 12 0 0 0 
1655825647.3352256 20.6966796875 36.001647240716274 983.9729489491069 2 2 2 2 2 2 411 115 12 0 0 0 
1655825652.464967 20.6916015625 36.03726338003053 983.9769961381346 2 2 2 2 2 2 411 115 12 0 0 0 
1655825657.599198 20.6814453125 36.049194922823425 983.9887801484855 1 2 2 1 2 2 480 147 25 0 0 0 
1655825662.7344909 20.6865234375 36.044273644735775 983.9813662338619 1 2 2 1 2 2 480 147 25 0 0 0 
