timestamp temperature humidity pressure pm10_standard pm25_standard pm100_standard pm10_env pm25_env pm100_env particles_03um particles_05um particles_10um particles_25um particles_50um particles_100um
1673568465.3688383 23.1671875 36.63954670525166 988.2379061972341 0 1 1 0 1 1 234 64 16 2 0 0 
1673568470.5021453 23.162109375 36.80659469894841 988.2264328309293 0 1 1 0 1 1 234 64 16 2 0 0 
1673568475.6354334 23.15703125 36.538204632014015 988.2294548637796 0 1 1 0 1 1 234 64 16 2 0 0 
1673568480.7681823 23.15703125 36.68740590276177 988.22172050276 0 1 1 0 1 1 222 60 12 2 0 0 
1673568485.9016368 23.1671875 36.914124767991275 988.1751111250694 0 0 0 0 0 0 222 60 12 2 0 0 
1673568491.0344062 23.1671875 36.633462881441524 988.1932414343225 0 1 1 0 1 1 117 39 14 2 0 0 
1673568496.168165 23.1826171875 36.42450621331833 988.1766976313323 0 1 1 0 1 1 117 39 14 2 0 0 
1673568501.3014145 23.1826171875 36.49618952365446 988.1962629556037 0 1 1 0 1 1 117 39 14 2 0 0 
1673568506.4348335 23.1775390625 36.75277005104239 988.2094263394508 0 1 1 0 1 1 129 41 12 2 0 0 
1673568511.5682645 23.172265625 36.710992765950984 988.1844308161457 0 1 1 0 1 1 129 41 12 2 0 0 
1673568516.7015762 23.1876953125 36.555756774465884 988.2344221748857 0 1 1 0 1 1 129 41 12 2 0 0 
1673568521.8349414 23.1826171875 36.8661077610223 988.211116659504 0 2 3 0 2 3 150 48 19 4 2 0 
1673568526.9682395 23.1876953125 36.65716316663433 988.1962629556037 0 2 3 0 2 3 150 48 19 4 2 0 
1673568532.101574 23.1876953125 36.6632466727034 988.1814093908403 0 2 3 0 2 3 150 48 19 4 2 0 
1673568537.2347617 23.1775390625 36.7348655627461 988.1445823640036 0 2 3 0 2 3 156 50 19 4 2 0 
1673568542.3680663 23.1775390625 36.70513860409431 988.1513434707989 0 2 3 0 2 3 156 50 19 4 2 0 
1673568547.5019538 23.1876953125 36.70519561956886 988.1821274290187 0 2 3 0 2 3 156 50 19 4 2 0 
1673568552.6353626 23.1775390625 36.50215804501696 988.1669150510174 0 2 3 0 2 3 156 50 19 4 2 0 
1673568557.7688057 23.1671875 36.69320239516299 988.1483221523297 0 2 3 0 2 3 156 50 19 4 2 0 
1673568562.9022765 23.15703125 36.63943116339034 988.1669150510174 0 2 3 0 2 3 156 50 19 4 2 0 
1673568568.0361946 23.1671875 36.818641941522166 988.1686053149576 0 2 3 0 2 3 168 54 19 4 2 0 
1673568573.1700268 23.1671875 36.74685845848034 988.1817684653433 0 1 2 0 1 2 171 51 12 2 2 2 
1673568578.3039317 23.172265625 36.47237501980167 988.1830996825546 0 1 2 0 1 2 165 51 14 2 2 2 
1673568583.4372795 23.1826171875 36.651194711351096 988.1455538108308 0 1 2 0 1 2 165 51 14 2 2 2 
1673568588.5709689 23.1876953125 36.663189147508355 988.1992844206136 0 1 2 0 1 2 165 51 14 2 2 2 
1673568593.7044127 23.1826171875 36.45422984699255 988.1641471565437 0 1 2 0 1 2 159 49 14 2 2 2 
1673568598.8378422 23.1826171875 36.61538376104163 988.1637877246794 0 1 2 0 1 2 159 49 14 2 2 2 
1673568603.9715037 23.1927734375 36.61526756561358 988.1476035713625 0 1 2 0 1 2 159 49 14 2 2 2 
1673568609.104354 23.1876953125 36.496130099934604 988.168858679337 0 1 2 0 1 2 180 56 12 2 2 2 
1673568614.2381392 23.1826171875 36.6632466727034 988.1489344185075 0 1 2 0 1 2 180 56 12 2 2 2 
1673568619.3721457 23.1826171875 36.472195930311976 988.15702645279 0 1 2 0 1 2 180 56 12 2 2 2 
1673568624.505085 23.1876953125 36.615499913246005 988.1412018110291 0 1 1 0 1 1 159 49 10 0 0 0 
1673568629.6379025 23.1876953125 36.42456645537971 988.1709083752825 0 1 1 0 1 1 159 49 10 0 0 0 
1673568634.7705045 23.1671875 36.63943116339034 988.1489344185075 0 1 1 0 1 1 159 49 10 0 0 0 
1673568639.903905 23.1826171875 36.74089036389876 988.1556956347071 0 1 1 0 1 1 126 40 8 0 0 0 
1673568645.0376303 23.172265625 36.74685845848034 988.1577453142434 0 1 1 0 1 1 126 40 8 0 0 0 
1673568650.170135 23.1826171875 36.65727836420457 988.1154880689908 0 1 1 0 1 1 126 40 8 0 0 0 
1673568655.303638 23.1826171875 36.5677524875788 988.1354119894938 0 0 0 0 0 0 93 24 8 0 0 0 
1673568660.4370058 23.1978515625 36.555698011058915 988.14314420686 0 0 0 0 0 0 93 24 8 0 0 0 
1673568665.57039 23.1927734375 36.67506847002401 988.1441148212791 0 0 0 0 0 0 93 24 8 0 0 0 
1673568670.703864 23.2029296875 36.65102162938997 988.1512361133988 0 0 0 0 0 0 93 24 8 0 0 0 
1673568675.8372607 23.2130859375 36.460078904387935 988.094734049564 0 0 0 0 0 0 93 24 8 0 0 0 
1673568680.9712436 23.2029296875 36.68694801284046 988.1055968306097 0 0 0 0 0 0 105 26 8 0 0 0 
