timestamp temperature humidity pressure pm10_standard pm25_standard pm100_standard pm10_env pm25_env pm100_env particles_03um particles_05um particles_10um particles_25um particles_50um particles_100um
1665065067.7531724 20.462890625 49.78816388243375 987.5845480650794 3 4 4 3 4 4 615 176 21 2 0 0 
1665065072.886948 20.442578125 49.74069685144569 987.5618993902112 3 4 4 3 4 4 615 176 21 2 0 0 
1665065078.0188093 20.432421875 49.85847297703128 987.5739857411785 3 4 4 3 4 4 615 176 21 2 0 0 
1665065083.152484 20.422265625 50.04142260192121 987.5849999149007 3 4 4 3 4 4 600 166 19 0 0 0 
1665065088.2864785 20.396875 49.940586001433495 987.5323704712412 3 4 4 3 4 4 600 166 19 0 0 0 
1665065093.4194207 20.401953125 49.99976416849194 987.5680146923763 3 4 4 3 4 4 600 166 19 0 0 0 
1665065098.553201 20.38671875 50.07045231323196 987.5417000472843 3 4 4 3 4 4 606 169 19 0 0 0 
1665065103.6874192 20.38671875 50.21813574307723 987.5800991780744 3 4 4 3 4 4 606 169 19 0 0 0 
1665065108.8217428 20.3765625 49.845663116515055 987.5773430256063 3 4 4 3 4 4 606 169 19 0 0 0 
1665065113.955344 20.361328125 49.93427676011902 987.564490123585 2 4 4 2 4 4 573 155 19 0 0 0 
1665065119.0885186 20.381640625 49.92256199128623 987.528847836789 2 4 4 2 4 4 573 155 19 0 0 0 
1665065124.2220387 20.36640625 50.18227942208989 987.5880484421002 2 4 4 2 4 4 573 155 19 0 0 0 
1665065129.3558352 20.36640625 50.12320890988732 987.5759648259923 2 3 3 2 3 3 540 145 17 0 0 0 
1665065134.4887683 20.361328125 49.880909266193 987.5620377254907 2 3 3 2 3 3 540 145 17 0 0 0 
1665065139.6233876 20.36640625 50.16424920926222 987.5617334766298 2 3 3 2 3 3 540 145 17 0 0 0 
1665065144.757747 20.341015625 50.246735731540255 987.5592805578337 3 4 4 3 4 4 630 182 25 0 0 0 
1665065149.8920436 20.341015625 50.27036184371625 987.5780937140141 3 4 4 3 4 4 630 182 25 0 0 0 
